,Info,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red
,MatchID,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle
,Address,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist
5567,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230520?gameHash=06a94f6b975d1c71,3,5,2,3,2,4,0,6,3,6,2,2,1,0,0,5,1,4,2,1
5568,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230528?gameHash=426a54a0355f3a46,1,6,4,2,2,3,0,1,1,3,3,9,4,4,5,5,0,13,3,5
5569,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230612?gameHash=39cf4393e04e73d0,8,4,3,5,2,7,1,11,5,10,5,1,1,4,2,0,0,0,1,2
5570,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230615?gameHash=03ebf7428bb0fd0c,4,3,2,6,1,4,0,2,4,3,4,9,3,6,8,6,2,13,3,12
5571,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230616?gameHash=dfb04d6b82974de1,0,3,2,0,1,2,0,3,1,2,2,12,4,8,7,6,0,10,4,8
5572,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230623?gameHash=c36cf0fe7ce3cc1c,6,5,0,6,5,6,2,10,4,11,5,2,2,1,1,5,0,6,0,7
5573,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230624?gameHash=7d02a211a353f721,1,6,3,3,1,5,1,5,1,4,6,9,4,9,3,9,3,13,1,10
5574,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/230632?gameHash=70a9e8c95fe386da,2,0,0,1,1,1,0,2,0,1,6,9,3,5,6,7,2,9,1,12
5575,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250146?gameHash=40d34f15d698c56d,0,4,3,1,2,1,0,3,0,4,8,7,1,11,6,10,1,11,3,13
5576,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250165?gameHash=dd34053b5ebf1893,2,1,7,3,0,2,0,4,3,3,4,3,3,3,4,4,0,9,5,7
5577,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250172?gameHash=6c0afe029aed1c92,2,9,2,9,6,7,3,10,2,12,1,4,2,3,2,5,0,3,2,2
5578,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250180?gameHash=9d1f8a3ba33c0786,3,3,3,0,0,4,0,4,2,4,7,9,4,7,5,4,0,13,2,13
5579,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250183?gameHash=67f0a4a54305da66,5,12,6,15,7,12,2,14,4,10,3,4,2,1,1,4,1,3,2,3
5580,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/250191?gameHash=c7e14fd915168549,5,4,6,1,0,4,1,6,2,4,3,1,1,2,0,1,0,0,0,0
5581,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240236?gameHash=2eca338e2c431bf5,5,5,1,8,4,5,1,7,3,7,6,8,4,8,3,9,0,11,4,9
5582,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240244?gameHash=d78445e0b749eceb,8,0,0,4,1,3,0,7,2,5,9,6,3,9,4,7,1,11,4,10
5583,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240245?gameHash=0865eb9b96fb26e6,2,11,8,5,7,9,0,12,4,15,2,2,4,1,5,4,0,9,1,5
5584,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240251?gameHash=9422c7b7918e7ed2,3,1,1,2,1,4,0,4,1,2,4,2,0,4,2,2,1,6,3,4
5585,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240252?gameHash=a1990c02b0309ce2,1,5,1,9,7,3,1,10,2,8,6,3,3,6,3,8,0,11,1,10
5586,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/240258?gameHash=f58221a6be33d222,3,5,7,4,3,4,0,8,0,7,2,3,1,4,4,1,0,5,0,5
5587,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260143?gameHash=1f24d3b0abe22a74,1,0,0,1,0,0,0,0,0,0,0,7,3,3,1,5,0,7,4,1
5588,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260146?gameHash=e92f5aed332a3f91,4,6,2,3,0,6,2,3,3,2,5,7,2,7,4,6,1,13,4,8
5589,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260148?gameHash=3ce201e0eb42d363,4,12,4,7,6,11,1,19,6,6,0,1,1,2,1,2,0,2,1,1
5590,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260155?gameHash=007802c051352561,3,1,0,2,3,2,0,5,1,4,6,7,1,6,6,8,0,8,2,7
5591,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260156?gameHash=f80966acc57b66a8,8,1,1,7,3,5,0,8,0,8,6,6,5,5,6,10,0,15,2,13
5592,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260161?gameHash=667a9888646b1e0a,7,6,3,4,5,10,0,16,4,11,7,9,6,7,4,9,0,15,2,15
5593,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260173?gameHash=8dc3a9bb7c04a293,8,10,1,11,6,11,1,16,3,12,0,1,1,0,0,0,0,0,0,1
5594,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260176?gameHash=ccf70787bf8997cf,9,2,4,5,1,5,0,7,1,6,2,2,1,2,1,2,2,3,0,3
5595,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260177?gameHash=f3474ffc2257d6ff,2,1,1,3,1,0,0,1,0,1,3,6,4,5,5,5,1,9,1,7
5596,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260183?gameHash=4df420e58e347d61,15,4,1,8,4,12,1,17,4,10,1,1,0,3,1,4,1,5,4,1
5597,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260184?gameHash=e8b8ff1c565965fe,8,6,4,10,5,4,2,10,3,10,1,1,1,1,0,1,0,1,2,1
5598,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260191?gameHash=f5f2e160ce543d56,2,5,1,6,3,2,1,5,1,4,6,11,3,10,13,9,3,22,3,17
5599,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270395?gameHash=17034986d2649547,0,2,0,2,1,0,0,1,1,1,8,3,0,5,4,5,0,10,0,8
5600,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270408?gameHash=1aff63f44bc64886,6,8,2,9,5,10,0,12,4,7,4,1,1,4,0,3,0,3,1,1
5601,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270411?gameHash=201e639aa99e4962,7,2,4,5,2,3,0,7,1,3,0,0,1,1,2,1,0,3,0,3
5602,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/270412?gameHash=e803e3f9a2f6b22f,6,7,2,8,3,6,0,9,5,9,2,1,1,1,1,3,0,2,1,3
5603,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260433?gameHash=04617433252279d6,3,2,4,2,3,4,1,5,1,5,2,2,1,2,2,2,2,4,1,6
5604,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260436?gameHash=4510cccdd0c543b3,6,5,0,12,6,4,0,10,2,9,2,4,2,3,1,1,0,3,2,2
5605,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260437?gameHash=3d04c3497c4c2870,3,2,0,3,0,5,2,4,2,4,6,6,4,5,4,9,0,13,1,13
5606,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260438?gameHash=abf10991af165e43,3,8,3,5,7,10,0,14,7,8,6,9,3,18,15,8,1,19,0,16
5607,http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/260439?gameHash=19389d78c12061cb,0,2,0,2,0,2,2,2,2,1,5,7,3,4,5,7,0,12,0,13
5608,http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210040?gameHash=946af3923e324fd9,0,8,5,2,1,3,2,7,1,5,3,11,1,9,8,6,1,13,2,12
5609,http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210047?gameHash=0708d304719ff668,0,14,5,8,8,5,0,10,4,6,7,2,1,8,2,8,0,7,0,9
5610,http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210048?gameHash=950d19b225b03d64,8,8,1,10,8,6,1,15,2,16,4,1,0,3,2,3,1,5,0,3
5611,http://matchhistory.las.leagueoflegends.com/es/#match-details/TRLT3/210049?gameHash=0b4fa62c05c7da7b,10,5,1,5,7,8,0,11,2,12,2,1,2,3,2,3,0,4,0,3
5612,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30067?gameHash=5deac917983d8c2e,7,4,5,6,1,5,0,11,3,9,3,1,0,3,0,2,1,2,1,2
5613,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30075?gameHash=b28351fffbaa19c5,1,5,0,1,3,2,0,3,3,0,5,9,5,12,5,10,2,18,8,10
5614,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30090?gameHash=de5cd648e0e3a3ce,1,0,0,2,3,2,0,3,2,3,1,10,4,6,3,7,0,6,5,5
5615,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30107?gameHash=85c012678172aa69,2,1,4,2,7,5,2,10,0,11,0,0,1,1,4,1,0,3,0,4
5616,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30168?gameHash=4aa4636c377ba17c,2,2,0,4,2,3,1,3,1,3,9,2,2,8,2,9,0,11,4,6
5617,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30174?gameHash=31bb1c27c9adf5c0,4,8,3,7,6,6,1,11,3,5,2,1,2,3,3,0,0,3,0,4
5618,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30178?gameHash=802c9d75dc6dc0a8,2,4,4,6,1,4,0,7,3,7,4,10,2,7,9,5,4,13,1,7
5619,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30185?gameHash=f36514ff6e903097,4,12,1,5,6,9,3,12,6,6,2,4,4,5,4,2,1,3,4,5
5620,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT04/30124?gameHash=35fc8d922d9f0c62,0,1,2,3,3,3,0,8,4,4,0,0,0,0,0,0,0,0,0,0
5621,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT04/30126?gameHash=5ac1a730633db754,1,0,0,1,1,0,0,1,0,1,9,5,3,10,5,6,1,11,4,7
5622,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30456?gameHash=d8de6bf2b783951c,5,4,1,7,3,6,1,10,2,10,2,4,1,6,3,6,1,8,3,5
5623,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30463?gameHash=d0d8d28074800d3b,3,5,3,3,2,5,0,7,2,6,0,4,1,3,3,2,1,3,1,2
5624,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT04/30220?gameHash=84235b68e7c2130e,6,3,2,4,7,4,2,6,0,12,3,1,2,0,3,1,0,4,0,4
5625,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT04/30225?gameHash=b1ee11e7c385a142,1,0,0,0,0,1,0,1,0,1,3,8,2,3,6,6,0,7,5,7
5626,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/20779?gameHash=3f4b56d50117e7f7,4,5,0,12,6,5,1,10,4,4,12,10,2,10,3,10,0,13,7,12
5627,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/20788?gameHash=838e29ed36eb6cf3,2,0,1,2,1,2,0,4,0,2,7,6,2,7,5,4,0,9,1,8
5628,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/20803?gameHash=c82a8652be32ca0b,0,2,1,0,2,4,1,4,2,2,1,13,2,8,8,7,1,9,8,5
5629,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/20807?gameHash=a845734126d46559,3,4,3,2,1,5,0,4,4,3,1,2,1,1,1,2,0,3,2,1
5630,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/20810?gameHash=9f9a15e5788387aa,2,4,4,2,3,5,4,4,2,4,1,2,0,2,1,2,1,1,1,0
5631,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30873?gameHash=53368bc50b64aaff,5,8,5,10,8,8,0,14,3,8,1,3,2,2,2,5,0,7,3,4
5632,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30874?gameHash=d333239556b6c462,9,4,2,4,1,3,1,6,2,6,0,2,2,3,1,1,0,2,3,1
5633,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30876?gameHash=e3e824b69058fff1,6,1,3,8,4,3,1,9,2,13,3,3,1,2,2,3,0,6,2,2
5634,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/30886?gameHash=0bc3444e1d2524cf,6,8,10,7,4,11,1,14,2,14,8,10,6,4,4,11,3,14,3,11
5635,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31083?gameHash=26acb14311061d49,2,5,5,2,2,0,2,3,1,10,1,1,0,1,1,3,0,2,2,0
5636,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31084?gameHash=5cb77ddf2e1997c4,3,2,0,4,2,2,0,2,1,5,5,5,1,12,6,9,3,8,5,13
5637,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31094?gameHash=b2bf654ad6b769be,6,3,2,3,2,6,2,9,2,7,3,8,4,9,8,6,0,10,6,9
5638,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31106?gameHash=57d87762b55be9b0,12,4,6,14,4,11,2,24,5,13,6,5,3,9,3,9,2,6,4,6
5639,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31122?gameHash=635460ed00b1b3ac,1,0,1,1,0,1,0,1,1,2,8,4,0,3,1,2,3,2,1,6
5640,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31124?gameHash=f8a098026e302b0d,5,4,5,0,2,4,0,9,3,6,1,1,1,1,2,1,0,3,0,2
5641,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31134?gameHash=6fcdcae2ff93b72d,3,4,1,4,1,4,1,2,6,5,6,3,6,11,6,10,1,16,1,15
5642,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31135?gameHash=9bae20bfacc9bbb1,5,6,4,7,2,3,0,7,3,8,0,2,0,2,0,3,1,2,3,1
5643,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31145?gameHash=ff35b6a83b77ed4a,4,7,4,2,3,7,4,9,5,6,2,3,1,1,2,5,1,5,6,4
5644,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31150?gameHash=d88d0d89778058b6,2,0,0,1,0,1,0,1,0,0,1,2,0,3,2,1,0,4,1,1
5645,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31151?gameHash=fbf5381fca8759ac,8,7,2,14,2,13,1,16,5,11,2,1,1,4,0,2,1,4,3,3
5646,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/31158?gameHash=5b70b2c16fdb9944,6,7,0,6,5,6,2,5,2,4,1,3,0,3,0,3,1,1,2,2
5647,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50204?gameHash=53519d7863de809c,3,6,2,2,6,3,0,9,2,8,7,10,4,10,6,10,2,11,5,7
5648,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50206?gameHash=4f82d1c2d71337fc,6,8,3,14,3,7,2,13,9,7,0,1,2,0,2,2,0,4,0,3
5649,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50210?gameHash=6b9a7ad07a690763,11,3,3,5,1,8,0,11,2,5,5,11,4,13,9,11,1,12,5,10
5650,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50232?gameHash=dca3bf51ff5559ac,0,0,0,0,3,0,0,2,0,0,12,4,1,8,3,2,1,10,3,8
5651,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50242?gameHash=8ad97ed309304ea0,8,7,1,12,12,9,2,12,3,11,7,4,4,7,2,4,2,5,5,9
5652,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50243?gameHash=3293509328a6d62a,6,9,8,6,5,9,1,13,2,12,4,3,5,5,2,6,0,11,5,9
5653,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50248?gameHash=dd494d19555e4de9,1,5,3,3,3,2,0,7,2,2,4,2,0,6,3,4,0,7,5,5
5654,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40302?gameHash=eb38f3f7ca33474f,2,4,1,6,2,5,2,6,2,4,0,5,0,2,5,2,1,7,5,2
5655,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40314?gameHash=e68d28563ec711a1,2,9,5,5,5,4,1,9,3,10,1,2,1,1,0,2,0,2,1,1
5656,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40315?gameHash=9fdd8eb42f098e0f,2,6,8,4,3,7,0,5,4,10,3,2,0,3,1,1,0,3,1,1
5657,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40323?gameHash=64ec9bd45e7525b7,1,2,2,2,2,2,1,2,1,5,4,7,4,6,1,5,0,7,5,5
5658,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40493?gameHash=6148ae52a6148987,8,1,0,8,3,6,1,10,8,5,5,0,0,5,1,5,1,7,2,5
5659,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40494?gameHash=8d375d04f615cf0c,3,3,3,3,2,3,0,3,0,5,6,3,2,5,2,7,1,11,3,8
5660,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40504?gameHash=7e42a8aef27bbeaf,2,3,2,1,2,6,0,8,5,1,1,4,1,2,2,3,0,5,2,1
5661,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/40505?gameHash=1ecdc5fd58790523,3,8,5,8,4,7,0,14,6,7,2,5,2,7,2,5,0,8,4,3
5662,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50508?gameHash=feff7cda9cf60fa4,3,1,5,4,4,4,0,8,1,3,4,4,3,1,1,2,2,7,5,2
5663,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50517?gameHash=4dd3cb4cd1828fef,1,3,4,2,1,2,0,6,2,3,3,10,2,6,7,14,0,22,11,4
5664,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50519?gameHash=a6aa63eb56fa6d2d,1,2,1,1,2,2,0,5,2,3,4,3,4,5,1,5,1,7,1,8
5665,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/50523?gameHash=64b59a976e98a96a,4,4,2,6,4,4,0,7,1,6,6,7,1,11,9,7,0,7,5,9
5666,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90032?gameHash=6829e704c42cee28,4,3,0,4,4,2,0,10,4,5,1,2,2,1,2,2,0,4,2,4
5667,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90041?gameHash=fb28397901cc4d3e,3,2,1,3,1,2,0,3,2,3,9,6,3,2,0,8,1,7,8,7
5668,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90043?gameHash=a15792e16e547339,1,4,1,2,1,6,0,8,6,2,3,5,6,3,6,6,1,6,3,11
5669,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90047?gameHash=1d9990c9dd335d13,6,6,1,9,2,4,1,8,11,3,1,2,4,0,1,1,0,3,2,3
5670,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90058?gameHash=f0ed6616dd59b73d,3,3,1,8,4,7,1,11,7,2,2,1,1,2,0,6,1,5,2,3
5671,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90062?gameHash=7fcc0a841d53eabc,3,1,2,3,2,3,0,5,1,5,5,5,4,3,1,5,1,8,2,4
5672,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90072?gameHash=089fe5a127cc4a90,1,3,8,2,4,8,0,13,1,7,6,2,1,2,1,4,0,7,2,2
5673,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90074?gameHash=eae71f9f6436b636,2,0,0,0,1,1,0,1,0,1,9,6,4,10,5,6,0,15,1,7
5674,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90087?gameHash=857f3610ce9061ab,6,6,2,6,5,4,0,9,0,9,0,1,0,0,1,0,0,1,0,0
5675,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90091?gameHash=e88a404b1de605ca,7,7,2,10,6,8,1,10,6,8,9,5,9,6,0,5,1,13,1,7
5676,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90095?gameHash=c9e9ec399bb23b56,2,2,1,2,1,4,1,4,2,2,8,5,2,6,3,4,0,14,7,8
5677,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/90100?gameHash=56fc33be34f69c14,2,2,0,2,0,4,0,5,8,2,0,0,0,0,0,0,0,0,0,0
5678,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110220?gameHash=c201d4f6b27fae17,2,1,1,2,0,4,0,4,1,1,7,9,4,8,4,8,2,11,4,10
5679,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110223?gameHash=e414b5e0eb5742fb,2,5,1,2,3,1,0,7,2,4,1,1,3,1,0,3,0,4,1,3
5680,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110224?gameHash=75f9376767307eef,3,5,3,1,1,2,2,6,2,5,1,2,2,1,1,1,0,2,0,2
5681,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110232?gameHash=268d09404ef73e20,5,11,4,10,10,6,0,14,0,7,7,9,4,11,12,11,0,25,3,15
5682,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100203?gameHash=6614b6afdc02242a,2,2,4,5,2,3,0,9,5,4,1,3,0,0,2,2,4,1,0,3
5683,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100208?gameHash=3c9c02b929d4c837,1,0,4,1,0,3,0,3,1,3,7,3,1,2,3,6,2,9,4,4
5684,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100209?gameHash=adcb294938d1b5e9,5,5,5,3,1,4,0,7,2,6,0,3,0,0,2,0,0,2,1,2
5685,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100215?gameHash=d76564d4609b9ddb,8,5,3,13,6,11,1,13,5,12,4,9,1,4,4,5,2,10,6,8
5686,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110274?gameHash=36d300d5dd77ae56,11,2,5,5,1,7,0,15,4,5,2,4,0,2,3,4,1,4,2,3
5687,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100228?gameHash=3f47d44a6858cc97,3,9,7,2,1,6,0,9,3,3,7,5,2,6,5,6,1,11,1,6
5688,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110285?gameHash=6716e6ff9d08131c,9,4,2,7,4,7,0,13,3,5,2,2,1,2,3,2,1,3,0,3
5689,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100408?gameHash=b1a9a46820f284a6,5,3,7,4,2,7,0,8,1,8,1,1,4,1,0,1,0,3,0,3
5690,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100411?gameHash=f14d8c6ce6b5d43b,5,7,4,4,6,6,1,14,0,12,5,5,1,10,6,3,0,9,1,3
5691,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100412?gameHash=3a4a49c9337c04bd,0,0,0,0,1,1,0,2,1,1,3,5,1,7,3,4,3,8,6,6
5692,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/100419?gameHash=5def87592835a4a8,7,5,2,6,3,6,0,13,4,8,0,1,0,0,0,1,1,1,1,0
5693,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110493?gameHash=97afc76afec26168,3,4,2,4,3,8,2,8,5,2,4,1,2,2,1,4,1,3,0,3
5694,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110498?gameHash=cc2b8ecbe8b26346,1,10,2,2,2,3,2,7,4,6,0,1,1,1,0,2,0,2,1,0
5695,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110502?gameHash=8245c2b2780d39a8,10,7,6,2,1,9,0,9,5,6,5,2,1,0,1,5,0,4,1,4
5696,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110508?gameHash=e9d2b3bc1568783f,1,1,1,3,1,2,0,3,2,3,4,4,7,0,1,6,0,12,3,5
5697,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110518?gameHash=7cdc3bb1332fe4be,7,2,2,4,1,6,0,7,2,6,0,0,0,0,0,0,0,0,0,0
5698,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110522?gameHash=4c1a06b469342296,5,3,2,8,3,7,1,11,6,8,1,1,0,0,0,0,0,0,1,0
5699,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/110527?gameHash=692a4b9facbe4a74,0,1,3,2,1,2,2,3,3,4,1,1,0,1,2,3,0,6,3,2
5700,http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/120148?gameHash=ef2ed86b9feff9aa,7,5,1,8,4,9,2,12,6,3,0,1,1,1,1,0,0,1,2,0
