,Info,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red
,MatchID,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle,Middle,Middle,Top,Top,ADC,ADC,Support,Support,Jungle,Jungle
,Address,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist,Kills,Assist
515,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790086?gameHash=c20906c192b5941a,8,4,4,8,2,8,1,10,0,8,2,0,1,2,0,2,1,2,1,1
516,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790100?gameHash=ee827e8b8f4c5400,2,2,0,3,1,2,0,3,2,1,8,11,4,10,10,9,0,15,1,14
517,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800033?gameHash=a072f3f48ef0a754,3,2,1,2,2,0,0,4,2,4,6,10,8,6,5,5,0,17,2,12
518,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800048?gameHash=7cb9b96e7881987c,3,5,3,5,4,6,0,10,2,6,0,1,0,1,0,0,0,0,1,0
519,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800049?gameHash=12c492ad170a9c08,1,6,7,6,3,2,0,6,4,4,9,7,0,16,10,9,3,19,2,16
520,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800062?gameHash=42f43d9bf4bb460f,2,7,4,3,2,3,0,7,4,6,2,1,0,1,0,3,1,1,1,1
521,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800069?gameHash=35fca232c243a937,2,8,1,7,4,5,0,12,7,5,0,0,0,1,1,0,0,1,1,1
522,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800086?gameHash=8b228d99406d8671,2,4,1,4,3,2,0,6,1,5,5,8,5,3,2,3,0,9,2,7
523,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800092?gameHash=111d7ae6ebddff84,3,1,2,5,2,4,0,6,2,5,6,4,4,5,4,7,0,12,0,9
524,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800102?gameHash=859555fd05add0d8,11,8,5,10,2,8,0,7,2,9,3,3,2,2,3,4,0,8,0,7
525,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800106?gameHash=0e95d971fc903f68,2,5,2,5,2,3,0,7,2,4,3,12,4,10,5,8,2,9,4,10
526,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800114?gameHash=59c7fa0cbcb447a6,5,13,7,10,10,8,0,18,3,9,4,4,3,7,4,2,0,10,2,8
527,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800115?gameHash=2876937b9f26143f,3,4,2,8,5,6,0,11,3,8,1,10,2,8,7,3,1,11,3,7
528,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800124?gameHash=4d75ae1e59b460b9,1,3,1,3,2,1,0,4,2,3,3,20,3,17,4,9,3,14,13,12
529,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800126?gameHash=7ba28e6d86ccdb3f,2,5,2,6,8,4,0,9,0,6,3,13,3,5,10,5,1,14,2,9
530,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790146?gameHash=dab287768f9c9a8f,3,5,1,12,4,8,2,12,4,7,3,0,1,3,0,3,0,5,1,4
531,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790154?gameHash=cbf7576b380ce3da,7,9,0,8,6,9,0,15,5,10,1,3,3,2,3,0,0,5,0,5
532,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790155?gameHash=cba1d8a2db193a4e,2,8,4,5,4,9,1,12,3,11,5,8,2,7,4,4,1,11,3,7
533,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790158?gameHash=3a5b1f9692d10577,6,5,4,9,3,9,1,10,2,10,1,1,1,1,1,1,0,1,0,1
534,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790168?gameHash=244c04ca9929d31c,3,0,2,2,0,2,0,2,0,0,1,9,7,5,8,6,0,10,3,7
535,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800176?gameHash=702c02573fc06370,4,7,3,6,2,7,1,9,2,7,3,0,2,3,2,3,0,7,1,5
536,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800189?gameHash=4a13b45119b577c0,8,5,8,9,2,11,1,16,7,13,2,1,1,1,2,3,2,4,1,3
537,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800190?gameHash=bf0b9367d095b9eb,7,10,5,7,5,15,1,20,5,18,4,2,1,2,2,7,0,8,3,5
538,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800191?gameHash=9c44f9b3d85ffc61,0,0,1,0,0,1,0,1,0,1,10,5,5,7,2,12,0,12,1,13
539,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800202?gameHash=7d4f42eb3c1f3864,8,5,4,6,4,7,0,12,1,13,2,5,2,3,2,5,1,8,6,5
540,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800131?gameHash=5662acbc1970c323,6,7,0,13,3,8,1,12,3,9,1,2,0,3,1,2,0,4,3,1
541,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800149?gameHash=5df753ec2dd23ba4,6,10,6,5,4,12,1,8,1,13,2,3,2,6,1,7,1,7,2,4
542,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800150?gameHash=08f3ce8ac9cbd0a0,7,10,1,13,9,12,2,17,6,14,1,8,3,5,2,10,1,11,6,6
543,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800151?gameHash=ec7dffb3e766d0c3,2,9,4,7,5,6,0,12,4,8,3,4,2,4,2,2,0,4,1,3
544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800167?gameHash=68c7f0c738fefb67,2,13,1,8,8,3,0,12,4,9,0,1,0,2,0,2,0,2,2,0
545,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001800169?gameHash=f257efe929c1ab2e,0,1,0,0,0,1,0,1,1,0,2,7,6,1,2,6,0,13,4,7
546,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790178?gameHash=4a4c51497cd20b05,12,5,2,14,4,6,0,14,3,16,9,10,6,10,5,13,0,17,5,13
547,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790194?gameHash=8bc3e96053067de0,4,5,10,2,2,7,0,8,0,11,3,1,1,1,0,3,0,3,1,3
548,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790195?gameHash=75f0c5653fa9e214,4,4,3,6,3,7,0,9,3,6,8,8,7,14,7,5,2,19,3,14
549,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790199?gameHash=2e4aa23a33c9f340,4,6,5,7,6,6,1,10,2,12,0,1,1,0,0,0,0,0,1,0
550,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001790206?gameHash=37fe8c982a3c6988,4,4,5,2,1,8,0,10,2,6,8,6,5,7,6,13,0,16,2,16
551,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670101?gameHash=fda9224aee835838,9,7,0,11,7,7,0,9,2,11,2,1,0,3,2,2,0,4,1,4
552,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670110?gameHash=fa7e8a220c5bc880,8,9,5,11,3,7,0,16,5,13,3,5,2,4,3,7,0,7,2,5
553,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670111?gameHash=0076dde983f72733,1,1,0,1,0,1,0,1,3,1,11,6,3,8,6,8,0,16,3,7
554,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670112?gameHash=a53fb410736fdad9,3,12,5,10,4,10,0,18,11,8,2,2,0,1,3,1,0,4,1,1
555,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670132?gameHash=d553fad15938c196,4,5,4,6,2,5,0,10,1,9,0,1,0,0,0,0,0,1,1,0
556,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670136?gameHash=9dec9bbf8d90f643,2,4,5,3,0,6,0,4,2,5,3,6,2,14,1,13,1,16,12,6
557,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670137?gameHash=1cc429a4228de754,6,8,4,10,8,5,0,15,3,11,1,3,4,1,0,3,0,5,3,4
558,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670219?gameHash=382062e049d34103,0,1,1,0,0,0,0,1,0,1,2,4,2,8,6,4,0,10,2,10
559,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670232?gameHash=2b773ed92988dc3a,1,4,4,2,0,5,1,5,2,3,4,10,8,12,8,13,1,19,3,13
560,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670233?gameHash=5eb83c16fd2684fa,1,8,4,4,11,4,0,14,0,9,1,1,1,0,0,0,0,2,1,1
561,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670234?gameHash=a29eca8f93c9d7e4,9,7,2,12,7,4,2,15,1,17,3,3,1,4,2,1,0,2,0,4
562,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670235?gameHash=03d53124a83de518,7,13,8,12,4,12,0,11,5,12,7,7,2,7,7,8,0,11,3,14
563,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670245?gameHash=0252d1b630f3bb39,2,3,2,4,1,4,1,6,2,3,4,9,1,10,5,9,1,16,6,11
564,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670252?gameHash=b55c708fe80fc5bf,7,2,2,9,2,7,1,9,7,6,3,1,0,0,1,2,0,4,1,2
565,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001670253?gameHash=960157e1cc1b207e,2,6,3,1,5,4,1,10,0,10,9,9,1,16,7,13,1,18,3,14
566,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690070?gameHash=02a02ea44b0b14c5,4,8,5,6,7,6,0,13,2,13,1,2,2,6,2,6,3,5,4,7
567,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690073?gameHash=1d187cb26c2c4600,3,1,1,4,2,2,0,2,1,4,4,14,2,10,5,3,2,14,8,10
568,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690076?gameHash=c6083b9285cb6bc6,7,9,3,10,7,7,1,14,0,14,4,5,3,6,1,6,0,10,3,6
569,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690089?gameHash=ba25fa71e139d03a,4,8,1,10,3,7,0,11,6,8,6,5,1,8,6,7,1,12,0,9
570,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690095?gameHash=9953118711fac6f8,5,7,5,8,2,10,0,11,4,8,2,3,2,2,0,1,1,2,1,4
571,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690096?gameHash=3fcbbfab6fd3ff41,4,7,5,11,7,6,0,10,2,9,4,4,3,12,7,5,0,14,5,8
572,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690097?gameHash=143bb33413da1fa4,3,7,1,8,4,5,0,9,4,8,0,2,0,2,2,0,0,1,0,1
573,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001690098?gameHash=c5bac91f1d260ead,0,10,4,7,6,4,0,10,2,6,4,5,0,7,2,4,0,7,3,5
574,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810013?gameHash=411b1316919bfa70,9,5,1,9,4,10,0,11,0,12,5,8,4,12,9,8,0,15,0,15
575,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810016?gameHash=fa1bd9a8905ede31,14,6,4,9,2,13,0,15,4,9,3,2,4,1,0,5,0,4,1,6
576,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810017?gameHash=8bc9337a307a38eb,4,4,3,6,5,7,1,9,3,6,1,0,1,1,0,0,0,0,0,2
577,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810018?gameHash=8bb6be3d48bce4b3,2,2,1,2,1,4,2,4,2,3,20,5,2,16,2,19,1,18,5,16
578,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810031?gameHash=1280988e96d673a7,5,7,3,7,5,6,0,12,4,9,5,2,2,3,0,4,0,3,1,4
579,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810038?gameHash=7b1ea28315df6190,3,9,3,7,5,10,2,12,2,9,5,4,2,3,2,6,3,4,1,7
580,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810039?gameHash=53d2b95559ac34fa,1,3,3,2,3,2,0,6,1,2,4,5,4,3,7,6,1,13,6,8
581,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810041?gameHash=e321fb82b7ff8f10,3,5,2,7,10,4,1,11,3,8,1,1,0,0,0,1,3,0,0,3
582,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810055?gameHash=8d3e865be4b13758,1,12,6,9,6,8,1,13,6,9,1,3,1,8,5,3,0,8,4,7
583,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810066?gameHash=7a064709f0fdc93e,6,8,5,10,6,16,2,17,6,12,3,4,3,3,3,4,0,9,5,4
584,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810067?gameHash=f4e333c1ed013a07,3,4,1,5,4,3,0,6,0,7,8,7,7,5,3,9,1,11,0,7
585,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810068?gameHash=69e06253c32c085a,3,6,4,3,3,4,0,5,0,3,1,10,6,7,1,9,0,13,6,6
586,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810071?gameHash=76bb72b40bba886d,3,0,1,3,0,1,0,2,1,3,5,10,5,10,2,13,0,14,7,7
587,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810093?gameHash=3fb701ab32edcce4,5,2,1,5,3,6,1,8,1,7,0,2,2,0,2,0,0,3,0,2
588,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810094?gameHash=44376e365de13005,3,2,2,3,2,4,0,7,0,3,5,6,5,7,3,9,0,12,0,9
589,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810095?gameHash=6e0108f6842831dc,7,3,3,9,1,4,1,8,1,8,0,1,1,2,3,1,0,3,1,4
590,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830080?gameHash=9a12498cc97c29b8,3,6,4,6,2,4,1,7,4,3,14,12,2,17,13,9,0,24,3,22
591,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830086?gameHash=31833bf08df24a7b,5,3,0,9,5,2,0,8,1,8,3,9,5,9,8,5,0,10,0,13
592,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830087?gameHash=c9fba5a1d680a603,6,5,1,13,6,11,1,14,3,11,8,7,4,9,2,10,0,15,3,7
593,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830088?gameHash=a771ea31c0a140ed,4,10,4,9,10,8,0,16,5,13,1,2,3,2,1,3,1,4,1,4
594,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830089?gameHash=068ca292c82f4758,3,7,4,8,10,5,1,18,2,9,1,0,0,2,1,2,0,3,2,2
595,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840094?gameHash=45b5a84c479861b9,1,2,1,2,1,3,1,2,1,4,6,11,4,10,6,9,1,15,2,12
596,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840103?gameHash=48e774e534e57fd6,2,1,0,2,1,2,0,2,0,3,4,8,3,7,8,6,1,11,1,12
597,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840104?gameHash=1bb093fc999b14b6,6,5,5,7,2,7,0,11,2,11,2,1,2,1,1,0,0,1,1,3
598,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840105?gameHash=31325fe0fea715be,5,5,4,7,4,6,0,9,0,5,8,11,4,14,8,9,1,12,0,13
599,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850020?gameHash=e747f8201b72dbde,4,4,4,7,6,3,0,9,4,9,5,10,5,9,6,8,1,11,1,12
600,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850025?gameHash=a29b8ce5ded58752,0,4,4,1,2,2,0,5,2,2,3,5,6,5,7,5,0,13,2,10
601,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850026?gameHash=1137cf8f26e9ec00,3,7,3,7,4,6,3,9,1,6,1,0,1,0,0,1,0,0,0,2
602,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860024?gameHash=f54ece1662f95d50,6,8,8,10,2,9,1,14,8,8,1,2,3,4,2,4,2,5,0,5
603,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860031?gameHash=95fee78c4c6d9632,4,3,1,2,3,6,3,4,0,7,4,7,10,8,4,10,1,20,5,16
604,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860032?gameHash=3de95c3b77646eac,6,11,8,7,5,9,3,14,5,14,3,3,0,4,2,3,0,5,1,1
605,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850046?gameHash=3781e123166abc39,0,1,1,2,2,1,0,2,0,3,4,13,5,7,8,7,0,17,1,14
606,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850052?gameHash=4840300c023904dd,2,6,2,6,7,1,0,8,2,6,0,2,2,1,1,2,0,3,1,3
607,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850053?gameHash=01368b5ce8fcef87,5,4,4,5,3,5,0,9,2,7,2,6,1,6,4,4,0,9,3,5
608,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850054?gameHash=0b4828b263b93d18,4,6,3,7,5,5,2,10,2,10,3,1,0,1,0,2,1,2,0,2
609,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050056?gameHash=a70a111867a1816d,1,6,4,5,3,5,3,8,1,11,5,8,1,13,2,6,5,8,7,6
610,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050068?gameHash=5210793878197802,6,9,3,10,7,9,0,16,8,10,2,4,4,4,2,5,1,7,1,5
611,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050074?gameHash=9bb1ef5de19bfe4d,4,7,1,8,4,3,1,9,6,7,6,11,6,12,4,13,0,12,6,11
612,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050079?gameHash=b97ed4ce330e8de1,6,5,1,10,3,9,2,11,1,8,2,2,2,5,0,1,1,4,3,4
613,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050099?gameHash=efa1a484bc44d2c7,4,1,0,3,4,6,2,7,1,5,5,6,7,6,1,9,2,16,3,4
614,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050151?gameHash=4ca1cdef9ca16714,5,7,3,12,5,9,1,11,2,6,4,4,3,2,2,6,0,7,2,7
615,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040154?gameHash=decef9a64926eceb,0,3,1,2,1,2,0,3,2,2,6,3,2,5,1,6,2,6,1,7
616,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040216?gameHash=53308a5fec212eca,6,7,2,14,3,8,0,14,7,7,3,4,2,6,6,5,1,10,3,3
617,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050161?gameHash=1093977366149dac,0,11,2,9,2,7,2,7,12,4,1,4,5,1,0,6,1,3,3,2
618,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050169?gameHash=79f4be7d3c1583ab,8,7,4,7,5,10,1,14,3,13,5,12,1,6,5,5,1,11,8,5
619,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050170?gameHash=11600a26e4891be0,5,10,4,9,3,7,1,9,5,7,4,9,1,9,4,8,0,10,10,2
620,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040221?gameHash=176b5f3f686469e3,2,10,4,5,5,4,1,9,0,6,1,5,0,1,1,3,0,5,6,1
621,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040239?gameHash=62e61362d0277612,5,4,0,8,3,7,0,7,3,1,9,2,1,8,1,5,0,8,2,7
622,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040240?gameHash=eac991dfc9306892,9,7,4,8,10,11,0,20,4,14,2,3,0,6,5,4,2,8,2,5
623,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040246?gameHash=e0dd3c7026cdb67d,10,11,1,16,6,9,0,17,9,8,4,2,0,8,6,3,0,7,4,9
624,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040258?gameHash=21bd3a2eef5fcd99,2,6,1,8,7,7,3,10,4,7,3,8,2,6,3,4,0,8,5,5
625,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040260?gameHash=5494e7ce13fded45,3,6,2,7,2,5,1,8,5,3,1,1,1,0,0,2,1,2,4,2
626,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040245?gameHash=341161cfce7bff85,5,9,2,9,3,10,3,7,3,6,7,5,1,11,8,10,1,16,2,8
627,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040257?gameHash=be3b6afdde05e392,14,7,3,16,7,17,1,18,9,11,8,7,10,10,12,11,1,23,2,19
628,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040268?gameHash=b57fa93045e71046,2,3,2,0,1,4,0,6,4,3,6,3,1,6,0,4,0,5,4,5
629,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040276?gameHash=ebd82649fb9f6f0e,2,0,1,4,1,4,0,5,3,3,5,3,4,4,0,10,0,10,5,6
630,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040277?gameHash=4df1d6e872afa2ba,2,4,1,3,2,0,0,4,1,4,6,6,0,12,2,9,1,12,4,6
631,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040259?gameHash=03e84bb32f2423fc,4,8,6,6,0,11,3,10,6,9,5,4,1,3,4,4,1,9,4,7
632,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040269?gameHash=1db0d552e9b67b33,10,5,3,11,2,6,1,9,3,5,2,1,2,2,0,4,2,3,0,0
633,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040275?gameHash=554a3fa2916341ee,1,3,1,1,2,3,0,5,2,3,2,7,2,6,6,7,1,15,5,6
634,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040283?gameHash=4c59738ac3e7e556,8,9,2,11,6,12,3,11,7,9,3,6,4,7,0,10,2,4,5,5
635,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040295?gameHash=467869ca2a365be6,2,2,2,4,1,3,1,2,2,3,3,11,0,10,4,6,3,8,9,4
636,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040296?gameHash=98bffa495cec23fd,4,9,2,13,2,15,1,16,10,5,6,2,4,5,1,5,1,5,2,10
637,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040305?gameHash=8ebded6f8641cc65,2,2,0,2,1,2,0,3,2,3,2,7,1,5,4,4,2,7,1,6
638,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040306?gameHash=3c0bbf9519a44fb1,5,6,1,10,1,8,1,7,4,5,1,1,1,2,1,1,0,2,0,3
639,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050241?gameHash=458bd95d8371f217,1,1,0,0,0,1,0,1,2,1,8,4,0,7,1,4,0,8,4,6
640,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050255?gameHash=89a31bd88d2209dc,2,10,1,10,9,5,0,14,8,9,2,1,1,2,2,2,0,4,0,4
641,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040313?gameHash=35a815a4711236fd,4,6,0,7,1,6,1,9,6,4,2,2,0,2,3,0,0,3,0,1
642,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040330?gameHash=208c1a993366f473,1,3,0,5,1,3,0,2,6,2,0,7,4,6,0,6,1,6,9,4
643,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050259?gameHash=c311fd655762f0e6,7,6,5,8,3,7,3,12,3,9,7,4,3,5,3,7,3,6,0,5
644,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050274?gameHash=40af06c41c23eb28,6,6,3,10,2,10,0,9,6,8,3,3,1,3,1,3,0,5,1,4
645,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050275?gameHash=fca13b89859e5f35,4,5,0,8,3,4,2,8,1,5,2,4,1,3,1,6,0,6,3,4
646,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040332?gameHash=f9e0f097676c9111,4,3,3,6,5,6,1,12,0,11,1,1,1,1,0,3,0,3,1,1
647,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040346?gameHash=b7131e21f6eb252e,5,8,3,8,7,8,3,11,2,5,2,3,2,4,5,2,0,6,0,4
648,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040347?gameHash=a29c7417f8d7532f,0,2,0,2,2,1,2,2,1,2,4,8,2,8,4,6,0,11,6,7
649,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040378?gameHash=18db2705c3ad62b7,6,3,1,12,4,8,0,15,9,7,0,0,0,1,1,1,0,1,1,0
650,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040390?gameHash=7d9f7a09aedf5f3a,4,4,1,4,1,7,0,8,3,3,3,4,4,6,5,6,0,11,2,2
651,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040367?gameHash=bccfef0c2162bafb,7,8,6,5,4,10,3,12,3,9,1,4,1,4,0,6,1,4,8,3
652,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040389?gameHash=a514722881038084,3,10,3,8,5,14,3,10,9,8,2,7,2,2,2,3,0,7,4,4
653,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040391?gameHash=8c5017b8c167bc4e,5,17,2,18,9,9,4,12,4,7,5,8,2,7,5,6,0,7,7,10
654,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040392?gameHash=38f16283d945623d,6,11,3,11,5,9,5,7,8,11,4,4,4,4,1,4,1,4,1,3
655,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040407?gameHash=d33877d754331039,5,6,0,8,1,6,0,12,9,3,2,3,1,5,2,2,0,4,2,2
656,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040411?gameHash=623d341859c66596,5,3,1,1,1,2,1,4,4,2,2,5,4,11,7,9,1,15,8,12
